id;nome;rodada_id;clube_rank;ano
292;Sport;38;11;2014
287;Vitória;38;17;2014
282;Atlético-MG;1;9;2015
293;Atlético-PR;1;2;2015
314;Avaí;1;11;2015
315;Chapecoense;1;3;2015
264;Corinthians;1;5;2015
294;Coritiba;1;15;2015
283;Cruzeiro;1;17;2015
316;Figueirense;1;19;2015
262;Flamengo;1;16;2015
266;Fluminense;1;6;2015
290;Goiás;1;13;2015
284;Grêmio;1;7;2015
285;Internacional;1;20;2015
317;Joinville;1;18;2015
275;Palmeiras;1;10;2015
303;PontePreta;1;8;2015
277;Santos;1;12;2015
276;SãoPaulo;1;4;2015
292;Sport;1;1;2015
267;Vasco;1;14;2015
282;Atlético-MG;2;2;2015
293;Atlético-PR;2;7;2015
314;Avaí;2;16;2015
315;Chapecoense;2;9;2015
264;Corinthians;2;1;2015
294;Coritiba;2;8;2015
283;Cruzeiro;2;20;2015
316;Figueirense;2;19;2015
262;Flamengo;2;15;2015
266;Fluminense;2;11;2015
290;Goiás;2;4;2015
284;Grêmio;2;18;2015
285;Internacional;2;12;2015
317;Joinville;2;17;2015
275;Palmeiras;2;13;2015
303;PontePreta;2;5;2015
277;Santos;2;6;2015
276;SãoPaulo;2;10;2015
292;Sport;2;3;2015
267;Vasco;2;14;2015
282;Atlético-MG;3;8;2015
293;Atlético-PR;3;5;2015
314;Avaí;3;9;2015
315;Chapecoense;3;6;2015
264;Corinthians;3;3;2015
294;Coritiba;3;14;2015
283;Cruzeiro;3;18;2015
316;Figueirense;3;19;2015
262;Flamengo;3;17;2015
266;Fluminense;3;12;2015
290;Goiás;3;2;2015
284;Grêmio;3;11;2015
285;Internacional;3;13;2015
317;Joinville;3;20;2015
275;Palmeiras;3;16;2015
303;PontePreta;3;7;2015
277;Santos;3;10;2015
276;SãoPaulo;3;4;2015
292;Sport;3;1;2015
267;Vasco;3;15;2015
282;Atlético-MG;4;5;2015
293;Atlético-PR;4;1;2015
314;Avaí;4;7;2015
315;Chapecoense;4;10;2015
264;Corinthians;4;8;2015
294;Coritiba;4;16;2015
283;Cruzeiro;4;19;2015
316;Figueirense;4;15;2015
262;Flamengo;4;18;2015
266;Fluminense;4;9;2015
290;Goiás;4;4;2015
284;Grêmio;4;13;2015
285;Internacional;4;14;2015
317;Joinville;4;20;2015
275;Palmeiras;4;11;2015
303;PontePreta;4;3;2015
277;Santos;4;12;2015
276;SãoPaulo;4;6;2015
292;Sport;4;2;2015
267;Vasco;4;17;2015
282;Atlético-MG;5;4;2015
293;Atlético-PR;5;1;2015
314;Avaí;5;10;2015
315;Chapecoense;5;7;2015
264;Corinthians;5;11;2015
294;Coritiba;5;17;2015
283;Cruzeiro;5;15;2015
316;Figueirense;5;16;2015
262;Flamengo;5;19;2015
266;Fluminense;5;6;2015
290;Goiás;5;8;2015
284;Grêmio;5;9;2015
285;Internacional;5;13;2015
317;Joinville;5;20;2015
275;Palmeiras;5;12;2015
303;PontePreta;5;2;2015
277;Santos;5;14;2015
276;SãoPaulo;5;5;2015
292;Sport;5;3;2015
267;Vasco;5;18;2015
282;Atlético-MG;6;6;2015
293;Atlético-PR;6;1;2015
314;Avaí;6;7;2015
315;Chapecoense;6;9;2015
264;Corinthians;6;8;2015
294;Coritiba;6;18;2015
283;Cruzeiro;6;13;2015
316;Figueirense;6;14;2015
262;Flamengo;6;17;2015
266;Fluminense;6;5;2015
290;Goiás;6;11;2015
284;Grêmio;6;12;2015
285;Internacional;6;10;2015
317;Joinville;6;20;2015
275;Palmeiras;6;15;2015
303;PontePreta;6;3;2015
277;Santos;6;16;2015
276;SãoPaulo;6;2;2015
292;Sport;6;4;2015
267;Vasco;6;19;2015
282;Atlético-MG;7;6;2015
293;Atlético-PR;7;2;2015
314;Avaí;7;9;2015
315;Chapecoense;7;11;2015
264;Corinthians;7;4;2015
294;Coritiba;7;18;2015
283;Cruzeiro;7;10;2015
316;Figueirense;7;15;2015
262;Flamengo;7;16;2015
266;Fluminense;7;8;2015
290;Goiás;7;13;2015
284;Grêmio;7;7;2015
285;Internacional;7;14;2015
317;Joinville;7;20;2015
275;Palmeiras;7;12;2015
303;PontePreta;7;5;2015
277;Santos;7;17;2015
276;SãoPaulo;7;1;2015
292;Sport;7;3;2015
267;Vasco;7;19;2015
282;Atlético-MG;8;4;2015
293;Atlético-PR;8;3;2015
314;Avaí;8;10;2015
315;Chapecoense;8;9;2015
264;Corinthians;8;7;2015
294;Coritiba;8;18;2015
283;Cruzeiro;8;11;2015
316;Figueirense;8;16;2015
262;Flamengo;8;17;2015
266;Fluminense;8;5;2015
290;Goiás;8;15;2015
284;Grêmio;8;6;2015
285;Internacional;8;13;2015
317;Joinville;8;19;2015
275;Palmeiras;8;14;2015
303;PontePreta;8;8;2015
277;Santos;8;12;2015
276;SãoPaulo;8;2;2015
292;Sport;8;1;2015
267;Vasco;8;20;2015
282;Atlético-MG;9;2;2015
293;Atlético-PR;9;6;2015
314;Avaí;9;12;2015
315;Chapecoense;9;9;2015
264;Corinthians;9;7;2015
294;Coritiba;9;18;2015
283;Cruzeiro;9;13;2015
316;Figueirense;9;16;2015
262;Flamengo;9;17;2015
266;Fluminense;9;3;2015
290;Goiás;9;15;2015
284;Grêmio;9;5;2015
285;Internacional;9;10;2015
317;Joinville;9;20;2015
275;Palmeiras;9;11;2015
303;PontePreta;9;8;2015
277;Santos;9;14;2015
276;SãoPaulo;9;4;2015
292;Sport;9;1;2015
267;Vasco;9;19;2015
282;Atlético-MG;10;2;2015
293;Atlético-PR;10;5;2015
314;Avaí;10;13;2015
315;Chapecoense;10;10;2015
264;Corinthians;10;6;2015
294;Coritiba;10;19;2015
283;Cruzeiro;10;14;2015
316;Figueirense;10;12;2015
262;Flamengo;10;15;2015
266;Fluminense;10;3;2015
290;Goiás;10;17;2015
284;Grêmio;10;4;2015
285;Internacional;10;11;2015
317;Joinville;10;20;2015
275;Palmeiras;10;9;2015
303;PontePreta;10;8;2015
277;Santos;10;16;2015
276;SãoPaulo;10;7;2015
292;Sport;10;1;2015
267;Vasco;10;18;2015
282;Atlético-MG;11;1;2015
293;Atlético-PR;11;6;2015
314;Avaí;11;13;2015
315;Chapecoense;11;9;2015
264;Corinthians;11;5;2015
294;Coritiba;11;19;2015
283;Cruzeiro;11;12;2015
316;Figueirense;11;11;2015
262;Flamengo;11;15;2015
266;Fluminense;11;4;2015
290;Goiás;11;16;2015
284;Grêmio;11;2;2015
285;Internacional;11;14;2015
317;Joinville;11;20;2015
275;Palmeiras;11;7;2015
303;PontePreta;11;10;2015
277;Santos;11;17;2015
276;SãoPaulo;11;8;2015
292;Sport;11;3;2015
267;Vasco;11;18;2015
282;Atlético-MG;12;1;2015
293;Atlético-PR;12;8;2015
314;Avaí;12;15;2015
315;Chapecoense;12;9;2015
264;Corinthians;12;4;2015
294;Coritiba;12;18;2015
283;Cruzeiro;12;12;2015
316;Figueirense;12;11;2015
262;Flamengo;12;13;2015
266;Fluminense;12;2;2015
290;Goiás;12;14;2015
284;Grêmio;12;3;2015
285;Internacional;12;16;2015
317;Joinville;12;20;2015
275;Palmeiras;12;6;2015
303;PontePreta;12;10;2015
277;Santos;12;17;2015
276;SãoPaulo;12;7;2015
292;Sport;12;5;2015
267;Vasco;12;19;2015
282;Atlético-MG;13;1;2015
293;Atlético-PR;13;8;2015
314;Avaí;13;13;2015
315;Chapecoense;13;9;2015
264;Corinthians;13;3;2015
294;Coritiba;13;18;2015
283;Cruzeiro;13;11;2015
316;Figueirense;13;14;2015
262;Flamengo;13;15;2015
266;Fluminense;13;2;2015
290;Goiás;13;16;2015
284;Grêmio;13;4;2015
285;Internacional;13;12;2015
317;Joinville;13;20;2015
275;Palmeiras;13;7;2015
303;PontePreta;13;10;2015
277;Santos;13;17;2015
276;SãoPaulo;13;5;2015
292;Sport;13;6;2015
267;Vasco;13;19;2015
282;Atlético-MG;14;1;2015
293;Atlético-PR;14;8;2015
314;Avaí;14;13;2015
315;Chapecoense;14;9;2015
264;Corinthians;14;2;2015
294;Coritiba;14;19;2015
283;Cruzeiro;14;12;2015
316;Figueirense;14;15;2015
262;Flamengo;14;14;2015
266;Fluminense;14;3;2015
290;Goiás;14;16;2015
284;Grêmio;14;5;2015
285;Internacional;14;10;2015
317;Joinville;14;20;2015
275;Palmeiras;14;6;2015
303;PontePreta;14;11;2015
277;Santos;14;17;2015
276;SãoPaulo;14;7;2015
292;Sport;14;4;2015
267;Vasco;14;18;2015
282;Atlético-MG;15;1;2015
293;Atlético-PR;15;8;2015
314;Avaí;15;14;2015
315;Chapecoense;15;9;2015
264;Corinthians;15;2;2015
294;Coritiba;15;19;2015
283;Cruzeiro;15;13;2015
316;Figueirense;15;16;2015
262;Flamengo;15;11;2015
266;Fluminense;15;7;2015
290;Goiás;15;17;2015
284;Grêmio;15;6;2015
285;Internacional;15;10;2015
317;Joinville;15;20;2015
275;Palmeiras;15;3;2015
303;PontePreta;15;12;2015
277;Santos;15;15;2015
276;SãoPaulo;15;5;2015
292;Sport;15;4;2015
267;Vasco;15;18;2015
282;Atlético-MG;16;1;2015
293;Atlético-PR;16;5;2015
314;Avaí;16;16;2015
315;Chapecoense;16;9;2015
264;Corinthians;16;2;2015
294;Coritiba;16;20;2015
283;Cruzeiro;16;14;2015
316;Figueirense;16;12;2015
262;Flamengo;16;11;2015
266;Fluminense;16;3;2015
290;Goiás;16;17;2015
284;Grêmio;16;8;2015
285;Internacional;16;10;2015
317;Joinville;16;18;2015
275;Palmeiras;16;6;2015
303;PontePreta;16;13;2015
277;Santos;16;15;2015
276;SãoPaulo;16;7;2015
292;Sport;16;4;2015
267;Vasco;16;19;2015
282;Atlético-MG;17;1;2015
293;Atlético-PR;17;6;2015
314;Avaí;17;16;2015
315;Chapecoense;17;9;2015
264;Corinthians;17;2;2015
294;Coritiba;17;20;2015
283;Cruzeiro;17;11;2015
316;Figueirense;17;15;2015
262;Flamengo;17;13;2015
266;Fluminense;17;4;2015
290;Goiás;17;17;2015
284;Grêmio;17;3;2015
285;Internacional;17;12;2015
317;Joinville;17;18;2015
275;Palmeiras;17;7;2015
303;PontePreta;17;10;2015
277;Santos;17;14;2015
276;SãoPaulo;17;8;2015
292;Sport;17;5;2015
267;Vasco;17;19;2015
282;Atlético-MG;18;2;2015
293;Atlético-PR;18;7;2015
314;Avaí;18;16;2015
315;Chapecoense;18;9;2015
264;Corinthians;18;1;2015
294;Coritiba;18;19;2015
283;Cruzeiro;18;14;2015
316;Figueirense;18;15;2015
262;Flamengo;18;12;2015
266;Fluminense;18;5;2015
290;Goiás;18;18;2015
284;Grêmio;18;3;2015
285;Internacional;18;11;2015
317;Joinville;18;17;2015
275;Palmeiras;18;8;2015
303;PontePreta;18;10;2015
277;Santos;18;13;2015
276;SãoPaulo;18;4;2015
292;Sport;18;6;2015
267;Vasco;18;20;2015
282;Atlético-MG;19;2;2015
293;Atlético-PR;19;8;2015
314;Avaí;19;16;2015
315;Chapecoense;19;9;2015
264;Corinthians;19;1;2015
294;Coritiba;19;18;2015
283;Cruzeiro;19;14;2015
316;Figueirense;19;15;2015
262;Flamengo;19;13;2015
266;Fluminense;19;4;2015
290;Goiás;19;17;2015
284;Grêmio;19;3;2015
285;Internacional;19;11;2015
317;Joinville;19;19;2015
275;Palmeiras;19;5;2015
303;PontePreta;19;10;2015
277;Santos;19;12;2015
276;SãoPaulo;19;6;2015
292;Sport;19;7;2015
267;Vasco;19;20;2015
282;Atlético-MG;20;2;2015
293;Atlético-PR;20;8;2015
314;Avaí;20;18;2015
315;Chapecoense;20;9;2015
264;Corinthians;20;1;2015
294;Coritiba;20;17;2015
283;Cruzeiro;20;15;2015
316;Figueirense;20;14;2015
262;Flamengo;20;13;2015
266;Fluminense;20;4;2015
290;Goiás;20;16;2015
284;Grêmio;20;3;2015
285;Internacional;20;10;2015
317;Joinville;20;19;2015
275;Palmeiras;20;5;2015
303;PontePreta;20;12;2015
277;Santos;20;11;2015
276;SãoPaulo;20;6;2015
292;Sport;20;7;2015
267;Vasco;20;20;2015
282;Atlético-MG;21;2;2015
293;Atlético-PR;21;6;2015
314;Avaí;21;15;2015
315;Chapecoense;21;11;2015
264;Corinthians;21;1;2015
294;Coritiba;21;18;2015
283;Cruzeiro;21;16;2015
316;Figueirense;21;14;2015
262;Flamengo;21;10;2015
266;Fluminense;21;7;2015
290;Goiás;21;17;2015
284;Grêmio;21;3;2015
285;Internacional;21;12;2015
317;Joinville;21;19;2015
275;Palmeiras;21;4;2015
303;PontePreta;21;13;2015
277;Santos;21;9;2015
276;SãoPaulo;21;5;2015
292;Sport;21;8;2015
267;Vasco;21;20;2015
282;Atlético-MG;22;2;2015
293;Atlético-PR;22;4;2015
314;Avaí;22;17;2015
315;Chapecoense;22;12;2015
264;Corinthians;22;1;2015
294;Coritiba;22;18;2015
283;Cruzeiro;22;15;2015
316;Figueirense;22;14;2015
262;Flamengo;22;9;2015
266;Fluminense;22;7;2015
290;Goiás;22;16;2015
284;Grêmio;22;3;2015
285;Internacional;22;11;2015
317;Joinville;22;19;2015
275;Palmeiras;22;6;2015
303;PontePreta;22;13;2015
277;Santos;22;8;2015
276;SãoPaulo;22;5;2015
292;Sport;22;10;2015
267;Vasco;22;20;2015
282;Atlético-MG;23;2;2015
293;Atlético-PR;23;5;2015
314;Avaí;23;18;2015
315;Chapecoense;23;12;2015
264;Corinthians;23;1;2015
294;Coritiba;23;16;2015
283;Cruzeiro;23;13;2015
316;Figueirense;23;15;2015
262;Flamengo;23;6;2015
266;Fluminense;23;9;2015
290;Goiás;23;17;2015
284;Grêmio;23;3;2015
285;Internacional;23;11;2015
317;Joinville;23;19;2015
275;Palmeiras;23;7;2015
303;PontePreta;23;14;2015
277;Santos;23;8;2015
276;SãoPaulo;23;4;2015
292;Sport;23;10;2015
267;Vasco;23;20;2015
282;Atlético-MG;24;2;2015
293;Atlético-PR;24;6;2015
314;Avaí;24;18;2015
315;Chapecoense;24;12;2015
264;Corinthians;24;1;2015
294;Coritiba;24;17;2015
283;Cruzeiro;24;13;2015
316;Figueirense;24;16;2015
262;Flamengo;24;4;2015
266;Fluminense;24;9;2015
290;Goiás;24;14;2015
284;Grêmio;24;3;2015
285;Internacional;24;10;2015
317;Joinville;24;19;2015
275;Palmeiras;24;8;2015
303;PontePreta;24;15;2015
277;Santos;24;7;2015
276;SãoPaulo;24;5;2015
292;Sport;24;11;2015
267;Vasco;24;20;2015
282;Atlético-MG;25;2;2015
293;Atlético-PR;25;7;2015
314;Avaí;25;18;2015
315;Chapecoense;25;13;2015
264;Corinthians;25;1;2015
294;Coritiba;25;17;2015
283;Cruzeiro;25;14;2015
316;Figueirense;25;16;2015
262;Flamengo;25;4;2015
266;Fluminense;25;11;2015
290;Goiás;25;15;2015
284;Grêmio;25;3;2015
285;Internacional;25;9;2015
317;Joinville;25;19;2015
275;Palmeiras;25;6;2015
303;PontePreta;25;12;2015
277;Santos;25;8;2015
276;SãoPaulo;25;5;2015
292;Sport;25;10;2015
267;Vasco;25;20;2015
282;Atlético-MG;26;2;2015
293;Atlético-PR;26;9;2015
314;Avaí;26;16;2015
315;Chapecoense;26;13;2015
264;Corinthians;26;1;2015
294;Coritiba;26;15;2015
283;Cruzeiro;26;14;2015
316;Figueirense;26;18;2015
262;Flamengo;26;5;2015
266;Fluminense;26;11;2015
290;Goiás;26;17;2015
284;Grêmio;26;3;2015
285;Internacional;26;8;2015
317;Joinville;26;19;2015
275;Palmeiras;26;6;2015
303;PontePreta;26;12;2015
277;Santos;26;7;2015
276;SãoPaulo;26;4;2015
292;Sport;26;10;2015
267;Vasco;26;20;2015
282;Atlético-MG;27;2;2015
293;Atlético-PR;27;9;2015
314;Avaí;27;15;2015
315;Chapecoense;27;17;2015
264;Corinthians;27;1;2015
294;Coritiba;27;14;2015
283;Cruzeiro;27;13;2015
316;Figueirense;27;18;2015
262;Flamengo;27;6;2015
266;Fluminense;27;12;2015
290;Goiás;27;16;2015
284;Grêmio;27;3;2015
285;Internacional;27;7;2015
317;Joinville;27;20;2015
275;Palmeiras;27;4;2015
303;PontePreta;27;10;2015
277;Santos;27;8;2015
276;SãoPaulo;27;5;2015
292;Sport;27;11;2015
267;Vasco;27;19;2015
282;Atlético-MG;28;2;2015
293;Atlético-PR;28;11;2015
314;Avaí;28;15;2015
315;Chapecoense;28;17;2015
264;Corinthians;28;1;2015
294;Coritiba;28;14;2015
283;Cruzeiro;28;13;2015
316;Figueirense;28;18;2015
262;Flamengo;28;7;2015
266;Fluminense;28;12;2015
290;Goiás;28;16;2015
284;Grêmio;28;3;2015
285;Internacional;28;8;2015
317;Joinville;28;20;2015
275;Palmeiras;28;4;2015
303;PontePreta;28;9;2015
277;Santos;28;5;2015
276;SãoPaulo;28;6;2015
292;Sport;28;10;2015
267;Vasco;28;19;2015
282;Atlético-MG;29;2;2015
293;Atlético-PR;29;11;2015
314;Avaí;29;15;2015
315;Chapecoense;29;14;2015
264;Corinthians;29;1;2015
294;Coritiba;29;16;2015
283;Cruzeiro;29;13;2015
316;Figueirense;29;18;2015
262;Flamengo;29;7;2015
266;Fluminense;29;12;2015
290;Goiás;29;17;2015
284;Grêmio;29;3;2015
285;Internacional;29;8;2015
317;Joinville;29;20;2015
275;Palmeiras;29;6;2015
303;PontePreta;29;9;2015
277;Santos;29;4;2015
276;SãoPaulo;29;5;2015
292;Sport;29;10;2015
267;Vasco;29;19;2015
282;Atlético-MG;30;2;2015
293;Atlético-PR;30;12;2015
314;Avaí;30;16;2015
315;Chapecoense;30;14;2015
264;Corinthians;30;1;2015
294;Coritiba;30;17;2015
283;Cruzeiro;30;13;2015
316;Figueirense;30;15;2015
262;Flamengo;30;7;2015
266;Fluminense;30;11;2015
290;Goiás;30;18;2015
284;Grêmio;30;3;2015
285;Internacional;30;8;2015
317;Joinville;30;20;2015
275;Palmeiras;30;6;2015
303;PontePreta;30;9;2015
277;Santos;30;4;2015
276;SãoPaulo;30;5;2015
292;Sport;30;10;2015
267;Vasco;30;19;2015
282;Atlético-MG;31;2;2015
293;Atlético-PR;31;13;2015
314;Avaí;31;16;2015
315;Chapecoense;31;14;2015
264;Corinthians;31;1;2015
294;Coritiba;31;17;2015
283;Cruzeiro;31;11;2015
316;Figueirense;31;15;2015
262;Flamengo;31;10;2015
266;Fluminense;31;12;2015
290;Goiás;31;18;2015
284;Grêmio;31;3;2015
285;Internacional;31;7;2015
317;Joinville;31;19;2015
275;Palmeiras;31;5;2015
303;PontePreta;31;8;2015
277;Santos;31;4;2015
276;SãoPaulo;31;6;2015
292;Sport;31;9;2015
267;Vasco;31;20;2015
282;Atlético-MG;32;2;2015
293;Atlético-PR;32;12;2015
314;Avaí;32;16;2015
315;Chapecoense;32;14;2015
264;Corinthians;32;1;2015
294;Coritiba;32;17;2015
283;Cruzeiro;32;11;2015
316;Figueirense;32;15;2015
262;Flamengo;32;10;2015
266;Fluminense;32;13;2015
290;Goiás;32;18;2015
284;Grêmio;32;3;2015
285;Internacional;32;6;2015
317;Joinville;32;19;2015
275;Palmeiras;32;8;2015
303;PontePreta;32;9;2015
277;Santos;32;4;2015
276;SãoPaulo;32;5;2015
292;Sport;32;7;2015
267;Vasco;32;20;2015
282;Atlético-MG;33;2;2015
293;Atlético-PR;33;13;2015
314;Avaí;33;16;2015
315;Chapecoense;33;14;2015
264;Corinthians;33;1;2015
294;Coritiba;33;18;2015
283;Cruzeiro;33;10;2015
316;Figueirense;33;15;2015
262;Flamengo;33;11;2015
266;Fluminense;33;12;2015
290;Goiás;33;17;2015
284;Grêmio;33;3;2015
285;Internacional;33;6;2015
317;Joinville;33;19;2015
275;Palmeiras;33;9;2015
303;PontePreta;33;7;2015
277;Santos;33;4;2015
276;SãoPaulo;33;5;2015
292;Sport;33;8;2015
267;Vasco;33;20;2015
282;Atlético-MG;34;2;2015
293;Atlético-PR;34;12;2015
314;Avaí;34;16;2015
315;Chapecoense;34;14;2015
264;Corinthians;34;1;2015
294;Coritiba;34;18;2015
283;Cruzeiro;34;10;2015
316;Figueirense;34;15;2015
262;Flamengo;34;11;2015
266;Fluminense;34;13;2015
290;Goiás;34;17;2015
284;Grêmio;34;3;2015
285;Internacional;34;6;2015
317;Joinville;34;20;2015
275;Palmeiras;34;9;2015
303;PontePreta;34;8;2015
277;Santos;34;4;2015
276;SãoPaulo;34;5;2015
292;Sport;34;7;2015
267;Vasco;34;19;2015
282;Atlético-MG;35;2;2015
293;Atlético-PR;35;12;2015
314;Avaí;35;16;2015
315;Chapecoense;35;13;2015
264;Corinthians;35;1;2015
294;Coritiba;35;17;2015
283;Cruzeiro;35;8;2015
316;Figueirense;35;15;2015
262;Flamengo;35;11;2015
266;Fluminense;35;14;2015
290;Goiás;35;18;2015
284;Grêmio;35;3;2015
285;Internacional;35;6;2015
317;Joinville;35;20;2015
275;Palmeiras;35;10;2015
303;PontePreta;35;9;2015
277;Santos;35;5;2015
276;SãoPaulo;35;4;2015
292;Sport;35;7;2015
267;Vasco;35;19;2015
282;Atlético-MG;36;2;2015
293;Atlético-PR;36;12;2015
314;Avaí;36;17;2015
315;Chapecoense;36;13;2015
264;Corinthians;36;1;2015
294;Coritiba;36;15;2015
283;Cruzeiro;36;8;2015
316;Figueirense;36;16;2015
262;Flamengo;36;11;2015
266;Fluminense;36;14;2015
290;Goiás;36;19;2015
284;Grêmio;36;3;2015
285;Internacional;36;5;2015
317;Joinville;36;20;2015
275;Palmeiras;36;10;2015
303;PontePreta;36;9;2015
277;Santos;36;6;2015
276;SãoPaulo;36;4;2015
292;Sport;36;7;2015
267;Vasco;36;18;2015
282;Atlético-MG;37;2;2015
293;Atlético-PR;37;9;2015
314;Avaí;37;16;2015
315;Chapecoense;37;14;2015
264;Corinthians;37;1;2015
294;Coritiba;37;15;2015
283;Cruzeiro;37;8;2015
316;Figueirense;37;17;2015
262;Flamengo;37;12;2015
266;Fluminense;37;13;2015
290;Goiás;37;19;2015
284;Grêmio;37;3;2015
285;Internacional;37;5;2015
317;Joinville;37;20;2015
275;Palmeiras;37;11;2015
303;PontePreta;37;10;2015
277;Santos;37;7;2015
276;SãoPaulo;37;4;2015
292;Sport;37;6;2015
267;Vasco;37;18;2015
282;Atlético-MG;38;2;2015
293;Atlético-PR;38;10;2015
314;Avaí;38;17;2015
315;Chapecoense;38;14;2015
264;Corinthians;38;1;2015
294;Coritiba;38;15;2015
283;Cruzeiro;38;8;2015
316;Figueirense;38;16;2015
262;Flamengo;38;12;2015
266;Fluminense;38;13;2015
290;Goiás;38;19;2015
284;Grêmio;38;3;2015
285;Internacional;38;5;2015
317;Joinville;38;20;2015
275;Palmeiras;38;9;2015
303;PontePreta;38;11;2015
277;Santos;38;7;2015
